HGNC_SYMBOL	GENE
ANGPTL6	AGF
AGFG1	AGFG1
AGFG2	AGFG2
AGGF1	AGGF1
NDUFB2	AGGG
PDPN	aggrus
IL11	AGIF
AGK	AGK
AGL	AGL
PGM3	AGM1
AGMAT	AGMAT
AGMO	AGMO
BTK	AGMX1
FBXW7	AGO
AGO1	AGO1
AGO2	AGO2
AGO3	AGO3
AGO4	AGO4
POMGNT2	AGO61
ORM2	AGP-B
ORM2	AGP-B'
ORM2	AGP2
PRTN3	AGP7
AGPAT1	AGPAT1
GPAT3	AGPAT10
LPCAT1	AGPAT10
LPCAT2	AGPAT11
AGPAT2	AGPAT2
AGPAT3	AGPAT3
AGPAT4	AGPAT4
AGPAT5	AGPAT5
GPAT4	AGPAT6
LPCAT4	AGPAT7
LCLAT1	AGPAT8
LPCAT1	AGPAT9
GPAT3	AGPAT9
HYKK	AGPHD1
AGPS	AGPS
TXNDC12	AGR1
S1PR2	AGR16
AGR2	AGR2
AGR3	AGR3
AGRN	AGRIN
EGFLAM	AGRINL
AGRN	AGRN
EGFLAM	AGRNL
DAG1	AGRNR
AGRP	AGRP
AGRP	Agrt
JAG1	AGS
RASD1	AGS1
TREX1	AGS1
RNASEH2B	AGS2
GPSM1	AGS3
RNASEH2C	AGS3
GPSM3	AGS4
RNASEH2A	AGS4
SAMHD1	AGS5
AGT	AGT
AGXT	AGT
SLC7A13	AGT-1
AGXT	AGT1
AGXT2	AGT2
NLRP3	AGTAVPRL
NLN	AGTBP
ASIP	AGTIL
AGTPBP1	AGTPBP1
AGTR1	AGTR1
AGTR1	AGTR1A
AGTR1	AGTR1B
AGTR2	AGTR2
AGTRAP	AGTRAP
APLNR	AGTRL1
UAP1	AgX
UAP1	AGX1
AGXT	AGXT
AGXT	AGXT1
AGXT2	AGXT2
ETNPPL	AGXT2L1
PHYKPL	AGXT2L2
AHSA1	Aha1
AHSA2	AHA1
ILVBL	AHAS
NR0B1	AHC
NR0B1	AHCH
FAM8A1	AHCP
AHCTF1	AHCTF1
AHCY	AHCY
AHCYL1	AHCYL1
AHCYL2	AHCYL2
JAG1	AHD
AHDC1	AHDC1
SLC16A2	AHDS
AHRR	AHH
AHRR	AHHR
AHI1	AHI1
AHNAK	AHNAK
AHNAK2	AHNAK2
AHR	AHR
AHRR	AHRR
AHSA1	AHSA1
AHSA2	AHSA2
AHSG	AHSG
AHSP	AHSP
ODAPH	AI2A4
NCOA3	AIB1
NCOA6	AIB3
BCAS1	AIBC1
AUNIP	AIBp
NAXE	AIBP
HPS5	AIBP63
CREB3L4	AIbZIP
ATIC	AICARFT
AICDA	AICDA
CLEC2B	AICL
AICDA	AID
AIDA	AIDA
ANKS1B	AIDA-1
DCD	AIDD
USH1C	AIE-75
USHBP1	AIEBP
CACNA1F	AIED
AIFM1	AIF
AIF1	AIF-1
AIF1	AIF1
AIF1L	AIF1L
AIFM3	AIFL
AIFM1	AIFM1
AIFM2	AIFM2
AIFM3	AIFM3
AIG1	AIG-1
AIG1	AIG1
ADTRP	AIG1L
FGF8	AIGF
SERINC3	AIGP1
AMELX	AIH1
ENAM	AIH2
NLRP3	AII
FOXP3	AIID
AURKA	AIK
AURKB	Aik2
ICOS	AILIM
AURKB	AIM-1
SLC45A2	AIM-1
CRYBG1	AIM1
CRYBG2	AIM1L
AIM2	AIM2
C2orf76	AIM29
AIMP1	AIMP1
AIMP2	AIMP2
EEF1E1	AIMP3
IKZF3	Aiolos
AIP	AIP
AURKAIP1	AIP
ABI2	AIP-1
ACTRT1	AIP1
ARL6IP1	AIP1
DAB2IP	AIP1
MAGI2	AIP1
PDCD6IP	AIP1
WWP2	AIP2
MAGI1	AIP3
ITCH	AIP4
WWP1	AIP5
IRAK1BP1	AIP70
AIPL1	AIPL1
PRDX6	aiPLA2
ZCCHC7	AIR1
ZFAND2A	AIRAP
ZFAND2B	AIRAPL
PAICS	AIRC
AIRE	AIRE
NT5C1B	AIRP
AR	AIS
SLC5A8	AIT
TG	AITD3
TNFRSF18	AITR
TNFSF18	AITRL
AJAP1	AJAP1
AJUBA	AJUBA
ADK	AK
AK1	AK1
IL26	AK155
AK2	AK2
AK3	AK3
AK4	AK3
AK3	AK3L1
AK4	AK3L1
AK4	AK4
AK5	AK5
AK6	AK6
AK3	AK6
AK7	AK7
AK8	AK8
AK9	AK9
NEUROG1	AKA
AKAIN1	AKAIN1
AKAP2	AKAP-KL
AKAP13	AKAP-Lbc
AKAP1	AKAP1
AKAP10	AKAP10
AKAP6	AKAP100
AKAP11	AKAP11
AKAP3	AKAP110
AKAP12	AKAP12
AKAP1	AKAP121
AKAP13	AKAP13
AKAP14	AKAP14
AKAP1	AKAP149
AKAP7	AKAP15
AKAP17A	AKAP17A
AKAP7	AKAP18
AKAP2	AKAP2
AKAP11	AKAP220
AKAP12	AKAP250
AKAP14	AKAP28
AKAP3	AKAP3
AKAP9	AKAP350
AKAP4	AKAP4
AKAP9	AKAP450
AKAP5	AKAP5
AKAP6	AKAP6
AKAP7	AKAP7
AKAP5	AKAP75
AKAP5	AKAP79
AKAP8	AKAP8
AKAP4	AKAP82
AKAP1	AKAP84
AKAP8L	AKAP8L
AKAP9	AKAP9
AKAP8	AKAP95
AK9	AKD1
AK9	AKD2
OXGR1	aKGR
AURKAIP1	AKIP
AKIP1	AKIP1
AKIRIN1	AKIRIN1
AKIRIN2	AKIRIN2
AK3	AKL3L1
AKNA	AKNA
AKNAD1	AKNAD1
AKR1A1	AKR1A1
AKR1B1	AKR1B1
AKR1B10	AKR1B10
AKR1B10	AKR1B11
AKR1B10	AKR1B12
AKR1B15	AKR1B15
AKR1C1	AKR1C1
AKR1C2	AKR1C2
AKR1C3	AKR1C3
AKR1C4	AKR1C4
AKR1E2	AKR1CL2
AKR1D1	AKR1D1
AKR1E2	AKR1E2
KCNAB1	AKR6A3
KCNAB2	AKR6A5
KCNAB3	AKR6A9
AKR7A2	AKR7A2
AKR7A3	AKR7A3
AKR7L	AKR7L
AKR1E2	AKRDC1
AKT1	AKT
AKT1	AKT1
AKT1S1	AKT1S1
AKT2	AKT2
AKT3	AKT3
AKTIP	AKTIP
HGD	AKU
ALAD	ALAD
ALAD	ALADH
AARS	AlaRS
ALAS1	ALAS
ALAS1	ALAS1
ALAS2	ALAS2
ALAS1	ALAS3
ALB	ALB
FBF1	ALB
AFM	ALB2
AFM	ALBA
ALLC	ALC
CHD1L	ALC1
MYL4	ALC1
ALCAM	ALCAM
LCLAT1	ALCAT1
ABCD1	ALD
ALDH1A1	ALDH1
ALDH3A2	ALDH10
ALDH8A1	ALDH12
ALDH16A1	ALDH16A1
ALDH18A1	ALDH18A1
ALDH1A1	ALDH1A1
ALDH1A2	ALDH1A2
ALDH1A3	ALDH1A3
ALDH1B1	ALDH1B1
ALDH1L1	ALDH1L1
ALDH1L2	ALDH1L2
ALDH2	ALDH2
ALDH3A1	ALDH3
ALDH3A1	ALDH3A1
ALDH3A2	ALDH3A2
ALDH3B1	ALDH3B1
ALDH3B2	ALDH3B2
ALDH4A1	ALDH4
ALDH9A1	ALDH4
ALDH4A1	ALDH4A1
ALDH1B1	ALDH5
ALDH5A1	ALDH5A1
ALDH1A3	ALDH6
ALDH6A1	ALDH6A1
ALDH3B1	ALDH7
ALDH9A1	ALDH7
ALDH7A1	ALDH7A1
ALDH3B2	ALDH8
ALDH8A1	ALDH8A1
ALDH9A1	ALDH9
ALDH9A1	ALDH9A1
AGPS	ALDHPSY
ALDH1B1	ALDHX
METTL7B	ALDI
ABCD2	ALDL1
ALDOA	ALDOA
ALDOB	ALDOB
ALDOC	ALDOC
CYP11B2	ALDOS
ABCD1	ALDP
ABCD2	ALDR
AKR1B1	ALDR1
MIOX	ALDRL6
AKR1B10	ALDRLn
ABCD2	ALDRP
ARMCX1	ALEX1
ARMCX2	ALEX2
ARMCX3	ALEX3
GTF2A1L	ALF
WDFY3	ALFY
PDCD6	ALG-2
PDCD11	ALG-4
ALG1	ALG1
ALG10	ALG10
ALG10	ALG10A
ALG10B	ALG10B
ALG11	ALG11
ALG12	ALG12
ALG13	ALG13
ALG14	ALG14
ALG1L	ALG1L
ALG1L	ALG1L1
ALG1L2	ALG1L2
ALG2	ALG2
ALG3	ALG3
ALG5	ALG5
ALG6	ALG6
DPAGT1	ALG7
ALG8	ALG8
ALG9	ALG9
EPGN	ALGV3072
AMIGO2	ALI1
COPS2	ALIEN
PDCD6IP	Alix
ALK	ALK
TGFBR1	ALK-5
ENPP7	alk-SMase
ACVRL1	ALK1
SLPI	ALK1
ACVR1	ALK2
BMPR1A	ALK3
ACVR1B	ALK4
TGFBR1	ALK5
BMPR1B	ALK6
ACVR1C	ALK7
ALKAL1	ALKAL1
ALKAL2	ALKAL2
ALKBH1	alkB
ALKBH1	ALKBH
ALKBH1	ALKBH1
ALKBH2	ALKBH2
ALKBH3	ALKBH3
ALKBH4	ALKBH4
ALKBH5	ALKBH5
ALKBH6	ALKBH6
ALKBH7	ALKBH7
ALKBH8	ALKBH8
FTO	ALKBH9
ACER2	ALKCDase2
BCR	ALL
KMT2A	ALL-1
ALLC	ALLC
MILR1	Allergin-1
SPACA3	ALLP17
STAMBPL1	ALMalpha
ALMS1	ALMS1
ALOX12	ALOX12
ALOX12B	ALOX12B
ALOX15	ALOX15
ALOX15B	ALOX15B
ALOX5	ALOX5
ALOX5AP	ALOX5AP
ALOXE3	ALOXE3
ASRGL1	ALP
ATRNL1	ALP
CCL27	ALP
PDLIM3	ALP
SLPI	ALP
ASRGL1	ALP1
ASZ1	ALP1
BACE2	ALP56
SERPINA1	alpha-1-antitrypsin
SERPINF2	ALPHA-2-PI
CTNNAL1	alpha-CATU
FCGRT	alpha-chain
PMPCA	Alpha-MPP
NRF1	ALPHA-PAL
ARHGEF6	alpha-PIX
ITGA9	ALPHA-RLC
SERPINA1	alpha1AT
A4GNT	alpha4GnT
CSF2RA	alphaGMR
ARHGEF6	alphaPIX
ALPI	ALPI
ALPK1	ALPK1
ALPK2	ALPK2
ALPK3	ALPK3
ALPL	ALPL
ALPP	ALPP
ALPPL2	ALPPL2
AKR1A1	ALR
GFER	ALR
KMT2D	ALR
IL13	ALRH
ANKRD1	ALRP
IGFALS	ALS
SOD1	ALS
SOD1	ALS1
TARDBP	ALS10
FIG4	ALS11
ERBB4	ALS19
ALS2	ALS2
HNRNPA1	ALS20
ALS2CL	ALS2CL
NIF3L1	ALS2CR1
C2CD6	ALS2CR11
ALS2CR12	ALS2CR12
FAM117B	ALS2CR13
ICA1L	ALS2CR14
ICA1L	ALS2CR15
NBEAL1	ALS2CR16
NBEAL1	ALS2CR17
RAPH1	ALS2CR18
PARD3B	ALS2CR19
STRADB	ALS2CR2
TRAK2	ALS2CR3
TMEM237	ALS2CR4
ALS2	ALS2CR6
CDK15	ALS2CR7
CARF	ALS2CR8
RAPH1	ALS2CR9
SETX	ALS4
FUS	ALS6
VAPB	ALS8
GPT	ALT1
GPT2	ALT2
ZBED1	ALTE
PRNP	AltPrP
HR	ALUNC
SRP14	ALURBP
HSH2D	ALX
ALX1	ALX1
ALX3	ALX3
ALX4	ALX4
FPR2	ALXR
ALYREF	ALY
ALYREF	ALY/REF
TMEM231	ALYE870
ALYREF	ALYREF
ADM	AM
GPR182	AM-R
ADM2	AM2
ADM5	AM5
SLC35G5	AMAC
CCL18	AMAC-1
SLC35G3	AMAC1
SLC35G4	AMAC1L1
SLC35G5	AMAC1L2
SLC35G6	AMAC1L3
VWA2	AMACO
AMACR	AMACR
MYCBPAP	AMAP-1
KIR3DL1	AMB11
AMBN	AMBN
AMBP	AMBP
AMBRA1	AMBRA1
CHIA	AMCase
TPM2	AMCD1
TNNT3	AMCD2B
TNNI2	AMCD2B
CXCL8	AMCF-I
AMD1	AMD1
FAAH2	AMDD
AMDHD1	AMDHD1
AMDHD2	AMDHD2
NPR2	AMDM
AMELX	AMELX
AMELY	AMELY
AMER1	AMER1
AMER2	AMER2
AMER3	AMER3
GPI	AMF
AMFR	AMFR
AMELX	AMG
AMELY	AMGL
AMH	AMH
AMHR2	AMHR2
JAML	AMICA
JAML	AMICA1
AIFM2	AMID
TFPT	amida
AMIGO1	AMIGO
AMIGO1	AMIGO1
AMIGO2	AMIGO2
AMIGO3	AMIGO3
STXBP6	amisyn
RUNX1	AML1
RUNX1T1	AML1T1
RUNX3	AML2
RUNX2	AML3
MYL4	AMLC
RUNX1	AMLCR1
AMMECR1	AMMECR1
AMMECR1L	AMMECR1L
AMN	AMN
ABCD1	AMN
AMN1	AMN1
AMN	amnionless
ATP1B2	AMOG
AMOT	AMOT
AMOTL1	AMOTL1
AMOTL2	AMOTL2
MFAP1	AMP
GKN1	AMP18
AMPD1	AMPD1
AMPD2	AMPD2
AMPD3	AMPD3
AMPH	AMPH
BIN1	AMPH2
SDC4	amphiglycan
BIN1	AMPHL
PRKAA2	AMPK
PRKAA1	AMPKa1
PRKAA2	AMPKa2
STAMBP	AMSH
STAMBPL1	AMSH-FP
STAMBPL1	AMSH-LP
AMT	AMT
AMTN	AMTN
OLFM1	AMY
MYCBP	AMY-1
AMY1A	AMY1
AMY1B	AMY1
AMY1C	AMY1
AMY1A	AMY1A
AMY1B	AMY1B
AMY1C	AMY1C
AMY2A	AMY2
AMY2B	AMY2
AMY2A	AMY2A
AMY2B	AMY2B
MYBL1	AMYB
IAPP	AMYLIN
AMZ1	AMZ1
AMZ2	AMZ2
CCDC102B	AN
DIAPH3	AN
PAX6	AN
PAX6	AN2
BTG3	ANA
BTG3	ANA/BTG3
CIAPIN1	Anamorsin
ANAPC1	ANAPC1
ANAPC10	ANAPC10
ANAPC11	ANAPC11
CDC26	ANAPC12
ANAPC13	ANAPC13
ANAPC15	ANAPC15
ANAPC16	ANAPC16
ANAPC2	ANAPC2
CDC27	ANAPC3
ANAPC4	ANAPC4
ANAPC5	ANAPC5
CDC16	ANAPC6
ANAPC7	ANAPC7
CDC23	ANAPC8
ZNF639	ANC-2H01
ZFYVE19	ANCHR
UBE3A	ANCR
WDHD1	AND-1
RANBP2	ANE1
HESX1	ANF
ZNF235	ANF270
ANG	ANG
ANGPT1	Ang1
TM7SF2	ANG1
ANGPT2	Ang2
VPS51	ANG2
ANGPTL1	ANG3
VPS51	ANG3
ANGEL1	ANGEL1
ANGEL2	ANGEL2
CXCL13	ANGIE
CXCL13	ANGIE2
ANGPT1	ANGPT1
ANGPT2	ANGPT2
ANGPTL1	ANGPT3
ANGPT4	ANGPT4
ANGPTL3	ANGPT5
ANGPTL1	ANGPTL1
ANGPTL2	ANGPTL2
ANGPTL3	ANGPTL3
ANGPTL4	ANGPTL4
ANGPTL5	ANGPTL5
ANGPTL6	ANGPTL6
ANGPTL7	ANGPTL7
ANGPTL8	ANGPTL8
ANGPTL7	AngX
ANGPTL1	AngY
ANHX	ANHX
CCNL1	ania-6a
CCNL2	ania-6b
ANLN	ANILLIN
ANKH	ANK
ANK1	ANK
ANK1	ANK1
ANK2	ANK2
ANK3	ANK3
ANKAR	ANKAR
CLPB	ANKCLB
ANKDD1A	ANKDD1A
ANKDD1B	ANKDD1B
ANKEF1	ANKEF1
ANKFN1	ANKFN1
ANKFY1	ANKFY1
ANKH	ANKH
ANKHD1	ANKHD1
ANKFY1	ANKHZN
ANKIB1	ANKIB1
ANKK1	ANKK1
RIPK4	ANKK2
ASZ1	ANKL1
ANKLE1	ANKLE1
ANKLE2	ANKLE2
ANKMY1	ANKMY1
ANKMY2	ANKMY2
RFXANK	ANKRA1
ANKRA2	ANKRA2
ANKRD1	ANKRD1
ANKRD10	ANKRD10
ANKRD11	ANKRD11
ANKRD12	ANKRD12
ANKRD13A	ANKRD13
ANKRD13A	ANKRD13A
ANKRD13B	ANKRD13B
ANKRD13C	ANKRD13C
ANKRD13D	ANKRD13D
ANKS6	ANKRD14
KANK1	ANKRD15
ANKRD16	ANKRD16
ANKRD17	ANKRD17
ANKRD18A	ANKRD18A
ANKRD18B	ANKRD18B
ANKRD2	ANKRD2
ANKRD20A1	ANKRD20A
ANKRD20A1	ANKRD20A1
ANKRD20A2	ANKRD20A2
ANKRD20A3	ANKRD20A3
ANKRD20A4	ANKRD20A4
POTED	ANKRD21
ANKRD22	ANKRD22
ANKRD23	ANKRD23
ANKRD24	ANKRD24
KANK2	ANKRD25
ANKRD26	ANKRD26
ANKRD27	ANKRD27
ANKRD28	ANKRD28
ANKRD29	ANKRD29
RIPK4	ANKRD3
ANKRD30A	ANKRD30A
ANKRD30B	ANKRD30B
ANKRD31	ANKRD31
SLF1	ANKRD32
ANKRD33	ANKRD33
ANKRD33B	ANKRD33B
ANKRD34A	ANKRD34
ANKRD34A	ANKRD34A
ANKRD34B	ANKRD34B
ANKRD34C	ANKRD34C
ANKRD35	ANKRD35
ANKRD36	ANKRD36
ANKRD36B	ANKRD36B
ANKRD36C	ANKRD36C
ANKRD37	ANKRD37
KANK4	ANKRD38
ANKRD39	ANKRD39
PPP1R16B	ANKRD4
ANKRD40	ANKRD40
ANKLE1	ANKRD41
ANKRD42	ANKRD42
SOWAHA	ANKRD43
ANKRD44	ANKRD44
ANKRD45	ANKRD45
ANKRD46	ANKRD46
KANK3	ANKRD47
ANKRD49	ANKRD49
ANKEF1	ANKRD5
ANKRD50	ANKRD50
ANKRD52	ANKRD52
ANKRD53	ANKRD53
ANKRD54	ANKRD54
ANKRD55	ANKRD55
SOWAHB	ANKRD56
SOWAHC	ANKRD57
SOWAHD	ANKRD58
GPANK1	ANKRD59
ANKRD6	ANKRD6
ANKRD60	ANKRD60
ANKRD61	ANKRD61
ANKRD62	ANKRD62
ANKRD63	ANKRD63
DZANK1	ANKRD64
ANKRD65	ANKRD65
ANKRD66	ANKRD66
ANKRD7	ANKRD7
ANKRD9	ANKRD9
ANKS1A	ANKS1
ANKS1A	ANKS1A
ANKS1B	ANKS1B
ANKS1B	ANKS2
ANKS3	ANKS3
USH1G	ANKS4A
ANKS4B	ANKS4B
CASKIN1	ANKS5A
CASKIN2	ANKS5B
ANKS6	ANKS6
NUSAP1	ANKT
TRPA1	ANKTM1
ANKUB1	ANKUB1
ANKZF1	ANKZF1
ANLN	ANLN
TNNT1	ANM
PRMT1	ANM1
ANO1	ANO1
ANO10	ANO10
ANO2	ANO2
ANO3	ANO3
ANO4	ANO4
ANO5	ANO5
ANO6	ANO6
ANO7	ANO7
ANO8	ANO8
ANO9	ANO9
ANOS1	ANOS1
NOVA2	ANOVA
NPPA	ANP
ANP32A	ANP32A
ANP32B	ANP32B
ANP32D	ANP32D
ANP32E	ANP32E
NPR1	ANPa
NPR2	ANPb
ANPEP	ANPEP
NPR1	ANPRA
NPR2	ANPRB
NPR3	ANPRC
PRPF6	ANT-1
SLC25A4	ANT1
SLC25A5	ANT2
SLC35F6	ANT2BP
SLC25A6	ANT3
SLC25A6	ANT3Y
SLC25A31	ANT4
SERPINB1	anti-elastase
ANTXR1	ANTXR1
ANTXR2	ANTXR2
ANTXRL	ANTXRL
ZFAND4	ANUBL1
SLURP1	ANUP
ANXA1	ANX1
ANXA11	ANX11
ANXA13	ANX13
ANXA10	ANX14
ANXA2	ANX2
ANXA2	ANX2L4
S100A10	ANX2LG
ANXA3	ANX3
ANXA9	ANX31
ANXA4	ANX4
ANXA5	ANX5
ANXA6	ANX6
ANXA7	ANX7
ANXA8	ANX8
ANXA1	ANXA1
ANXA10	ANXA10
ANXA11	ANXA11
ANXA13	ANXA13
ANXA2	ANXA2
ANXA2R	ANXA2R
ANXA3	ANXA3
ANXA4	ANXA4
ANXA5	ANXA5
ANXA6	ANXA6
ANXA7	ANXA7
ANXA8	ANXA8
ANXA8L1	ANXA8L1
ANXA8L1	ANXA8L2
ANXA9	ANXA9
AOX1	AO
RNF25	AO7
APTX	AOA
APTX	AOA1
SETX	AOA2
AOAH	AOAH
AOC1	AOC1
AOC2	AOC2
AOC3	AOC3
PRDX4	AOE37-2
PRDX5	AOEB166
KDM1B	AOF1
KDM1A	AOF2
AOX1	AOH1
COL2A1	AOM
PRDX3	AOP-1
PRDX3	AOP1
PRDX6	AOP2
C9orf3	AOPEP
SAE1	AOS1
AOX1	AOX1
FOS	AP-1
FOSB	AP-1
JUN	AP-1
JUND	AP-1
TFAP2A	AP-2
KLF12	AP-2rep
TFAP4	AP-4
AP4E1	AP-4-EPSILON
AP5B1	AP-5
C10orf99	AP-57
C9orf3	AP-O
SDF2L1	AP000553.C22.4
AP1M2	AP1-mu2
AP1B1	AP105A
SNAP91	AP180
AP1S1	AP19
AP1AR	AP1AR
AP1B1	AP1B1
AP1G1	AP1G1
AP1G2	AP1G2
SYNRG	AP1GBP1
AP1M1	AP1M1
AP1M2	AP1M2
AP1S1	AP1S1
AP1S2	AP1S2
AP1S3	AP1S3
FABP4	aP2
GTF3A	AP2
TFAP2B	AP2-B
TFAP2C	AP2-GAMMA
AP2A1	AP2A1
AP2A2	AP2A2
AP2B1	AP2B1
TFAP2E	AP2E
AP2M1	AP2M1
KLF12	AP2REP
AP2S1	AP2S1
TFAP2A	AP2TF
FHIT	AP3Aase
AP3B1	AP3B1
AP3B2	AP3B2
AP3D1	AP3D1
AP3M1	AP3M1
AP3M2	AP3M2
AP3S1	AP3S1
AP3S2	AP3S2
REPIN1	AP4
AP1M1	AP47
AP3M2	AP47B
AP4S1	AP47B
AP4B1	AP4B1
AP4E1	AP4E1
AP4M1	AP4M1
AP4S1	AP4S1
AP2M1	AP50
AP5B1	AP5B1
AP5M1	AP5M1
AP5S1	AP5S1
AP5Z1	AP5Z1
ZNF410	APA-1
ZNF410	APA1
NAGPA	APAA
TXNDC9	APACD
APAF1	APAF-1
CASP9	APAF-3
APAF1	APAF1
NUDT2	APAH1
RNPEP	APB
APBA1	APBA1
APBA2	APBA2
NECAB3	APBA2BP
APBA3	APBA3
APBB1	APBB1
APBB1IP	APBB1IP
APBB2	APBB2
APBB3	APBB3
APC	APC
ANAPC1	APC1
SLC25A24	APC1
ANAPC10	APC10
ANAPC11	APC11
ANAPC11	Apc11p
CDC26	APC12
ANAPC13	APC13
ANAPC15	APC15
ANAPC16	APC16
APC2	APC2
ANAPC2	APC2
SLC25A23	APC2
CDC27	APC3
ANAPC4	APC4
SLC25A41	APC4
ANAPC5	APC5
CDC16	APC6
ANAPC7	APC7
SCARA3	APC7
CDC23	APC8
CACNA1A	APCA
APCDD1	APCDD1
APCDD1L	APCDD1L
APC2	APCL
APCS	APCS
APEX1	APE
CCDC88A	APE
APEX1	APE-1
APEX2	APE2
AIRE	APECED
SPEG	APEG1
APEH	APEH
APELA	APELA
APLN	apelin
APEX1	APEN
APEX1	APEX
APEX1	APEX1
APEX2	APEX2
APEX2	APEXL2
HSPA4L	APG-1
ATG10	APG10L
ATG12	APG12
ATG12	APG12L
ATG16L1	APG16L
ATG3	APG3L
ATG4D	APG4-D
ATG4A	APG4A
ATG4B	Apg4B
ATG4B	APG4B
ATG4C	APG4C
ATG4D	APG4D
ATG5	APG5
ATG5	APG5L
ATG7	APG7L
GABARAPL1	APG8L
ATG9A	APG9L1
ATG9B	APG9L2
APH1A	APH-1A
APH1B	APH-1B
APH1A	APH1A
APH1B	APH1B
NCSTN	APH2
ZDHHC16	APH2
ACER3	APHC
SERPINF2	API
BIRC2	API1
BIRC3	API2
XIAP	API3
BIRC5	API4
API5	API5
API5	API5L1
CD5L	API6
ODAM	APin
APIP	APIP
APIP	APIP2
CENPS	APITD1
APLNR	APJ
APLNR	APJR
ENOX2	APK1
ADI1	APL1
APLF	APLF
APLN	APLN
APLNR	APLNR
APLP1	APLP
APLP1	APLP1
APLP2	APLP2
ADIPOQ	apM1
ADIRF	APM2
APMAP	APMAP
SRPRB	APMCF1
SLC9A1	APNH
C9orf3	APO
FAS	APO-1
TNFSF10	Apo-2L
TNFRSF25	APO-3
TNFRSF10A	Apo2
TNFSF12	APO3L
APOA5	APOA-V
APOA1	APOA1
NAXE	APOA1BP
APOA2	APOA2
APOA4	APOA4
APOA5	APOA5
APOB	APOB
APOBR	APOB100R
APOBR	APOB48R
APOBEC1	APOBEC-1
APOBEC1	APOBEC1
A1CF	APOBEC1CF
APOBEC3C	APOBEC1L
APOBEC2	APOBEC2
APOBEC3A	APOBEC3A
APOBEC3B	APOBEC3B
APOBEC3C	APOBEC3C
APOBEC3D	APOBEC3D
APOBEC3D	APOBEC3DE
APOBEC3D	APOBEC3E
APOBEC3F	APOBEC3F
APOBEC3G	APOBEC3G
APOBEC3H	APOBEC3H
APOBEC4	APOBEC4
APOBR	APOBR
APOC1	APOC1
APOC2	APOC2
APOC3	APOC3
APOC4	APOC4
APOD	APOD
APOE	APOE
LRP1	APOER
LRP8	APOER2
APOF	APOF
APOH	APOH
CLU	APOJ
APOL1	APOL
APOL2	APOL-II
APOL6	APOL-VI
APOL1	APOL1
APOL2	APOL2
APOL3	APOL3
APOL4	APOL4
APOL5	APOL5
APOL6	APOL6
APOLD1	APOLD1
APOL3	APOLIII
APOL4	APOLIV
POLRMT	APOLMT
APOL5	APOLV
APOL6	APOLVI
APOM	ApoM
APOM	APOM
APOO	APOO
APOOL	APOOL
APOPT1	APOP-1
CASP3	apopain
APOPT1	APOPT1
APP	APP
PABPC4	APP-1
NAE1	APP-BP1
XPNPEP3	APP3
NAE1	APPBP1
APPBP2	APPBP2
PLEKHF1	APPD
APLP2	APPH
APPL1	APPL
APPL1	APPL1
APPL2	APPL2
APLP2	APPL2
LVRN	APQ
PMAIP1	APR
LRP1	APR
DDX54	APR-5
MAGEH1	APR1
ATRAID	APR3
STAT3	APRF
C3orf35	APRG1
ANP32B	APRIL
TNFSF13	APRIL
PDS5B	APRIN
BTG2	APRO1
BTG1	APRO2
BTG4	APRO3
BTG3	APRO4
TOB1	APRO5
TOB2	APRO5
APRT	APRT
SH2B2	APS
KLK3	APS
AIRE	APS1
LYPLA2	APT-2
FAS	APT1
FASLG	APT1LG1
ATP6AP2	APT6M8-9
APTX	APTX
APEX1	APX
SHROOM2	APXL
SHROOM1	APXL2
SHROOM3	APXL3
MS4A2	APY
NDUFS4	AQDQ
C1QTNF9	AQL1
MIP	AQP0
AQP1	AQP1
AQP10	AQP10
AQP11	AQP11
AQP12A	AQP12
AQP12A	AQP12A
AQP12B	AQP12B
AQP2	AQP2
AQP6	AQP2L
AQP3	AQP3
AQP4	AQP4
AQP5	AQP5
AQP6	AQP6
AQP7	AQP7
AQP7	AQP7L
AQP8	AQP8
AQP9	AQP9
AQP7	AQP9
AQP7	AQPap
LVRN	AQPEP
AQR	AQR
AR	AR
AKR1B1	AR
PRKN	AR-JP
TCF20	AR1
THRA	AR7
FOXC1	ARA
ABCC6	ARA
SART1	Ara1
TMF1	ARA160
RAN	ARA24
NSD1	ARA267
RNF14	ARA54
TGFB1I1	ARA55
NCOA4	ARA70
AIP	ARA9
ARAF	ARAF
ARAF	ARAF1
SLC25A12	Aralar
SLC25A13	ARALAR2
FYB2	ARAP
ARAP1	ARAP1
ARAP2	ARAP2
ARAP3	ARAP3
ARC	ARC
NOL3	ARC
MED15	Arc105
ARPC5	ARC16
ARPC5L	ARC16-2
ARPC4	ARC20
ARPC3	ARC21
MED8	ARC32
ARPC2	ARC34
ARPC1A	Arc40
ARPC1B	ARC41
MED25	ARC92
SYNE1	ARCA1
PCDH8	ARCADLIN
APOBEC2	ARCD1
ZBTB8OS	ARCH
ARCN1	ARCN1
ARMC1	Arcp
ADI1	ARD
PPP1R8	ard-1
PPP1R8	ARD1
TRIM23	ARD1
NAA10	ARD1
NAA10	ARD1A
NAA11	ARD1B
NAA11	ARD2
APOBEC3C	ARDC2
APOBEC3C	ARDC4
VPS52	ARE1
ZEB1	AREB6
ZNF692	AREBP
SIX4	AREC3
AREG	AREG
AREG	AREGB
AREL1	AREL1
CDKN2A	ARF
IQSEC1	ARF-GEP100
