Parent	Parent_Index	Parent_Type	Target	Target_Index	Target_Type	Interaction
JUNB/JUN-FOS_(complex)	7805	complex	DMTF1	3783	protein	-t>
RAC1	13071	protein	PAK2	11379	protein	-a>
RAC1	13071	protein	MAPK8	8609	protein	-a>
RAC1	13071	protein	WASL	16698	protein	-a>
RAC1	13071	protein	RAC1/OSM/MEKK3/MKK3_(complex)	13091	complex	component>
RAC1	13071	protein	MUSK/DVL/PAKs_(complex)	9160	complex	-a>
RAC1	13071	protein	RAC1_CDC42_(family)	13073	family	member>
RAC1	13071	protein	PAK1	11373	protein	-a>
RAC1	13071	protein	NCF1	9326	protein	-a>
RAC1	13071	protein	RAC1/GDP_(complex)	13082	complex	component>
RAC1	13071	protein	CTTN	3334	protein	-a>
RAC1	13071	protein	RAC1-CDC42_(family)	13075	family	member>
RAC1	13071	protein	P35/CDK5_(complex)	11234	complex	-a>
RAC1	13071	protein	P35/CDK5_(complex)	11234	complex	-a>
RAC1	13071	protein	MAP2K2	8566	protein	-a>
RAC1	13071	protein	MAP4K2	8591	protein	-a>
RAC1	13071	protein	MAP3K9	8588	protein	-a>
RAC1	13071	protein	chemotaxis_(abstract)	2819	abstract	-a>
RAC1	13071	protein	WASF1	16696	protein	-a>
RAC1	13071	protein	DOCK2/ELMO1/RAC1/Nef_Complex_(complex)	3862	complex	component>
RAC1	13071	protein	actin_filament_organization_(abstract)	216	abstract	-a>
RAC1	13071	protein	Paxillin/alpha-actinin/Talin/SPTAN1/Integrin-alpha/Integrin-beta/ECM/SRC/Ezrin_(complex)	11462	complex	-a>
RAC1	13071	protein	RAC1/GTP/NOX1/NOXA1/NOXO1_(complex)	13088	complex	component>
phosphorylase_kinase_complex_(PHKL)_(complex)	11918	complex	glycogen_phosphorylase_liver_form_dimer_a_(complex)	5816	complex	-a>
HGF(dimer)/MET(dimer)/GAB1/N-WASP/NCK1-2_(complex)	6417	complex	Arp2/3_complex_(complex)	1310	complex	-a|
20S_Proteasome_(complex)	32	complex	26S_Proteasome_(complex)	33	complex	component>
20S_Proteasome_(complex)	32	complex	26S_Proteasome_(complex)	33	complex	component>
ABI1/Sra1/Nap1_(complex)	135	complex	DIAPH1	3729	protein	-a|
ATR	1476	protein	MDM2	8724	protein	-a>
ATR	1476	protein	TP53	15835	protein	-a>
ATR	1476	protein	TP53	15835	protein	-a|
ATR	1476	protein	CHEK1	2814	protein	-a>
ATR	1476	protein	BRCA1	1900	protein	-a>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1_(complex)	13770	complex	component>
ATR	1476	protein	CHEK2	2815	protein	-a>
ATR	1476	protein	TIMELESS/CHEK1/ATR_(complex)	15661	complex	component>
ATR	1476	protein	MDM2/p19_(complex)	8726	complex	-a>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/SMARCAL1_(complex)	13776	complex	component>
ATR	1476	protein	positive_regulation_of_S_phase_of_mitotic_cell_cycle_(abstract)	12375	abstract	-a>
ATR	1476	protein	RPA/ATR/ATRIP_(complex)	13768	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CDC6_(complex)	13771	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164/TIMELESS/TIPIN/CLASPIN_(complex)	13774	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164/TIMELESS/TIPIN_(complex)	13773	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164/TIMELESS/TIPIN/CLASPIN/CHK1_(complex)	13775	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1/TopBP1/CEP164_(complex)	13772	complex	component>
ATR	1476	protein	RPA/ATR/ATRIP/RAD17/RFC2-5/9-1-1_(complex)	13769	complex	component>
FURIN_and_PACE4_(family)	5365	family	NODAL	9782	protein	-a>
TP_alpha/Gq_family/GDP/G_beta5/gamma2_(complex)	15826	complex	Gq_family/GTP/EBP50_(complex)	6025	complex	component>
TP_alpha/Gq_family/GDP/G_beta5/gamma2_(complex)	15826	complex	Gq_family/GTP_(complex)	6024	complex	component>
TP_alpha/Gq_family/GDP/G_beta5/gamma2_(complex)	15826	complex	G_beta5/gamma2_(complex)	5406	complex	component>
TP_alpha/Gq_family/GDP/G_beta5/gamma2_(complex)	15826	complex	TXA2/TP_alpha_(complex)	16087	complex	component>
ADAM_10_metalloprotease_(Zn_cofactor)_(complex)	426	complex	NOTCH1	9817	protein	-a>
ADAM_10_metalloprotease_(Zn_cofactor)_(complex)	426	complex	Notch_1_ligand-bound_fragment-Notch_ligand_complex_(complex)	9810	complex	-a>
ADAM_10_metalloprotease_(Zn_cofactor)_(complex)	426	complex	Notch_2_ligand-bound_fragment-Notch_ligand_complex_(complex)	9811	complex	-a>
ADAM_10_metalloprotease_(Zn_cofactor)_(complex)	426	complex	Notch_3_ligand-bound_fragment-Notch_ligand_complex_(complex)	9812	complex	-a>
ADAM_10_metalloprotease_(Zn_cofactor)_(complex)	426	complex	Notch_4_ligand-bound_fragment-Notch_ligand_complex_(complex)	9813	complex	-a>
Fra1/FIAT_(complex)	5321	complex	MMP9	8990	protein	-t|
SKI/SIN3/HDAC_complex/NCoR1_(complex)	14356	complex	SMAD3/SMAD4_(complex)	14492	complex	-a>
CDO/BOC_(complex)	2665	complex	CDO/BOC/Trans-cadherin_homodimer/catenin_(complex)	2667	complex	component>
CARD11/BCL10/MALT1/TAK1_(complex)	2220	complex	IKK_complex_(complex)	7017	complex	-a|
MBD2	8666	protein	MeCP1_(complex)	8739	complex	component>
GADD34/PP1CA_(complex)	5552	complex	BMP2-4/BMPR2/BMPR1A-1B/RGM/ENDOFIN/GADD34/PP1CA_(complex)	1815	complex	component>
VEGFR3/VEGFC-D_(complex)	16589	complex	PI3K_(complex)	11981	complex	-a|
Activated_conventional_protein_kinase_C_(family)	233	family	STX4	15001	protein	-a>
Activated_conventional_protein_kinase_C_(family)	233	family	GRIP1/GRIP2_(family)	6127	family	-a>
Activated_conventional_protein_kinase_C_(family)	233	family	PICK1	12031	protein	-a>
Cbp/p300/SKP2_(complex)	2327	complex	p53_(tetramer)_(complex)	11278	complex	-a>
VE-cadherin/beta_catenin/alpha_catenin_(complex)	16479	complex	beta_catenin/NO/alpha_catenin_(complex)	1709	complex	component>
VE-cadherin/beta_catenin/alpha_catenin_(complex)	16479	complex	VEGFR2_(dimer)/VEGFA_(dimer)/VE-cadherin/beta_catenin/alpha_catenin_(complex)	16560	complex	component>
VE-cadherin/beta_catenin/alpha_catenin_(complex)	16479	complex	VEGFR2_(dimer)/VEGFA_(dimer)/IQGAP1/VE-cadherin/beta_catenin/alpha_catenin_(complex)	16553	complex	component>
ERM/PIP2_(complex)	4708	complex	pL1/Ezrin_(complex)	12141	complex	component>
ADAM10	430	protein	NOTCH1	9817	protein	-a|
ADAM10	430	protein	E-cad-CTF1/beta_catenin-gamma_catenin/alpha_catenin/p120_catenin_(complex)	4019	complex	-a>
ADAM10	430	protein	NOTCH/Deltex_homolog_1_(complex)	9815	complex	-a>
ADAM10	430	protein	Delta_1/NOTCH/NOTCH(cleaved)_(complex)	3670	complex	-a>
ADAM10	430	protein	ADAM_metalloprotease_(family)	428	family	member>
Histone_H1_(family)	6538	family	Topo_II/HMG1/HMG2/Histone_H1/CAD_(complex)	15823	complex	component>
SHARP/RBPJ_(complex)	14226	complex	HES1	6359	protein	-t|
DLL1	3773	protein	DELTA/NOTCH/NOTCH_(complex)	3674	complex	component>
DLL1	3773	protein	NOTCH1_heterodimer/Delta_1_(complex)	9820	complex	component>
DLL1	3773	protein	NOTCH1_heterodimer/sDelta_1_(complex)	9827	complex	component>
DLL1	3773	protein	Delta_1/NOTCH/NOTCH(cleaved)_(complex)	3670	complex	component>
DLL1	3773	protein	NECD/Delta_1_(complex)	9408	complex	component>
DLL1	3773	protein	NECD/sDelta_1_(complex)	9412	complex	component>
Sprouty_(family)	14741	family	CBL/Sprouty_(complex)	2311	complex	component>
Sprouty_(family)	14741	family	EGF/Phospho-EGFR_(Y1045)_dimer/Phospho-CBL/CIN85-Sprouty/Endophilin/Epsin/Eps15R/Eps15_complex_(complex)	4247	complex	component>
FAS_(trimer)_(complex)	4946	complex	FASLG/FAS_(trimer)_(complex)	4965	complex	component>
T-DHT/AR/Cyclin_D3/CDK11_p58_(complex)	15214	complex	cell_proliferation_(abstract)	2701	abstract	-a|
E2F4/DP2_(complex)	4122	complex	DHFR	3712	protein	-t>
IGF-1R_heterotetramer/IGF1/GRB2/Sos/Shc_(complex)	6955	complex	HRAS/GTP_(complex)	6738	complex	-a|
IGF-1R_heterotetramer/IGF1/GRB2/Sos/Shc_(complex)	6955	complex	IGF-1R_heterotetramer/IGF1/IRS1/GRB2/Sos/Shc/RACK1_(complex)	6959	complex	component>
RBPJ/NCoR/HDAC1_(complex)	13335	complex	HES1	6359	protein	-t|
PI3K_alpha_(complex)	11982	complex	p85-containing_Class_1A_PI3Ks_(family)	11334	family	member>
PI3K_alpha_(complex)	11982	complex	PI3K_alpha_beta_gamma_(family)	11983	family	member>
CXCL4/CXCR3-B_(complex)	3373	complex	MKK3-MKK6_(family)	8953	family	-a|
CXCL4/CXCR3-B_(complex)	3373	complex	cell_proliferation_(abstract)	2701	abstract	-a|
CXCL4/CXCR3-B_(complex)	3373	complex	cAMP_biosynthetic_process_(abstract)	2182	abstract	-a>
CXCL9-11/CXCR3-B_(complex)	3380	complex	MKK3-MKK6_(family)	8953	family	-a|
CXCL9-11/CXCR3-B_(complex)	3380	complex	cell_proliferation_(abstract)	2701	abstract	-a|
CXCL9-11/CXCR3-B_(complex)	3380	complex	cAMP_biosynthetic_process_(abstract)	2182	abstract	-a>
ETV3	4762	protein	METS/DP103/Sin3/HDAC2/5/NCOR2/SMRT/E2F-4/p107/p130_(complex)	8852	complex	component>
ETV3	4762	protein	METS/DP103/Sin3/HDAC2/5/NCOR2/SMRT_(complex)	8851	complex	component>
alpha6/beta4_Integrin_(complex)	762	complex	alpha6/beta4_Integrin/Laminin_(complex)	763	complex	component>
alpha6/beta4_Integrin_(complex)	762	complex	HRAS/GTP_(complex)	6738	complex	-a|
alpha6/beta4_Integrin_(complex)	762	complex	alpha6/beta4_Integrin/Laminin_5_(complex)	769	complex	component>
alpha6/beta4_Integrin_(complex)	762	complex	alpha6/beta4_Integrin/Laminin_1_(complex)	764	complex	component>
alpha6/beta4_Integrin_(complex)	762	complex	alpha6/beta4_Integrin/Laminin_11_(complex)	766	complex	component>
alpha6/beta4_Integrin_(complex)	762	complex	alpha6/beta4_Integrin/Laminin_4_(complex)	768	complex	component>
RAR_gamma2/9cRA_(complex)	13234	complex	proteasomal_ubiquitin-dependent_protein_catabolic_process_(abstract)	12725	abstract	-a>
Cyclin_E/CDK2_(complex)	3466	complex	E2F-1/DP-1_(complex)	4098	complex	-a>
Cyclin_E/CDK2_(complex)	3466	complex	RB/E2F-1_(complex)	13291	complex	-a|
Cyclin_E/CDK2_(complex)	3466	complex	Cyclin_E/CDK2/p27_(complex)	3470	complex	component>
Histone_H1_bound_chromatin_DNA_(complex)	6539	complex	DFF40_associated_with_chromatin_(complex)	3695	complex	component>
U2_snRNP_(complex)	16162	complex	U1_snRNP/U2_snRNP/pre-mRNA_(complex)	16156	complex	component>
U2_snRNP_(complex)	16162	complex	intron-containing_complex_(complex)	7549	complex	component>
MAGED1	8532	protein	NGF_(dimer)/TRKA_(complex)	9686	complex	-a|
SrGAP_(family)	14798	family	Robo1/Slit2/SrGAP_(complex)	13748	complex	component>
Topo_II/HMG1/HMG2/Histone_H1_(complex)	15822	complex	Topo_II/HMG1/HMG2/Histone_H1/CAD_(complex)	15823	complex	component>
AKT1S1	582	protein	mTORC1/PRAS40/DEPTOR_(complex)	9113	complex	component>
AKT1S1	582	protein	mTORC1/PRAS40/DEPTOR/PML_(complex)	9115	complex	component>
AKT1S1	582	protein	mTOR/GBL/PRAS40/DEPTOR_(complex)	9107	complex	component>
AKT1S1	582	protein	mTORC1/PRAS40/DEPTOR/14-3-3_family_(complex)	9114	complex	component>
AKT1S1	582	protein	mTORC1_complex_(complex)	9110	complex	component>
AKT1S1	582	protein	PRAS40/14-3-3_family_(complex)	12530	complex	component>
AKT1S1	582	protein	mTORC1_complex/14-3-3_family_(complex)	9111	complex	component>
MRN_complex_(complex)	9044	complex	MRN_complex/TRF2/Rap1_(complex)	9054	complex	component>
NBS1/Rad50/Mre11_(complex)	9296	complex	regulation_of_DNA_replication_(abstract)	13389	abstract	-a>
IRF_(family)	7620	family	RELA/p50/ATF-2/IRF/c-JUN/HMG1/PCAF/CBP_(complex)	13431	complex	component>
IRF_(family)	7620	family	IFN-beta_nucleosome_(complex)	6870	complex	component>
IRF_(family)	7620	family	RELA/p50/ATF-2/IRF/c-JUN/HMG1/PCAF/CBP/hSWI/SNF_(complex)	13432	complex	component>
IRF_(family)	7620	family	RELA/p50/ATF-2/IRF/c-JUN/HMG1_(complex)	13429	complex	component>
IRF_(family)	7620	family	RELA/p50/ATF-2/IRF/c-JUN/HMG1/PCAF_(complex)	13430	complex	component>
ER_cargo_receptor_(family)	4593	family	coat_protein/ARF1/ER_cargo_receptor_(complex)	3030	complex	component>
ER_cargo_receptor_(family)	4593	family	coat_protein/ARF1/ER_cargo_receptor_(cy)_(complex)	3031	complex	component>
Myb/GATA1_(complex)	9170	complex	GATA1	5635	protein	-t|
cortisol/GR_alpha_(monomer)/Hsp90/FKBP52/HSP90_(complex)	3168	complex	cortisol/GR_alpha_(monomer)_(complex)	3167	complex	component>
Cyclin_D/phospho-CDK4/6/p21/p27_(complex)	3454	complex	RB1	13293	protein	-a>
Cyclin_D/phospho-CDK4/6/p21/p27_(complex)	3454	complex	RBL1	13322	protein	-a>
Cyclin_D/phospho-CDK4/6/p21/p27_(complex)	3454	complex	DP-1/E2F1/2/3_(complex)	3891	complex	-a>
MYC/Max/P-TEFb_(complex)	9191	complex	CAD	2080	protein	-t>
MYC/Max/Cbp/p300_(complex)	9183	complex	ODC1	10194	protein	-t>
MUC5AC	9137	protein	Mucins_(family)	9141	family	member>
MUC5AC	9137	protein	N-acetyl-D-galactosaminyl-mucins_(family)	9266	family	member>
MUC5AC	9137	protein	Core_1_mucins_(family)	3142	family	member>
MUC5AC	9137	protein	Core_2_mucins_(family)	3143	family	member>
MUC5AC	9137	protein	Core_3_mucins_(family)	3144	family	member>
MUC5AC	9137	protein	Core_4_mucins_(family)	3145	family	member>
MUC5AC	9137	protein	Core_5_mucins_(family)	3146	family	member>
MUC5AC	9137	protein	Core_6_mucins_(family)	3147	family	member>
MUC5AC	9137	protein	extended_Core_6_mucins_(family)	4812	family	member>
MUC5AC	9137	protein	Core_7_mucins_(family)	3148	family	member>
MUC5AC	9137	protein	Core_8_mucins_(family)	3149	family	member>
MUC5AC	9137	protein	Sialyl_Tn_antigens_(family)	14292	family	member>
MUC5AC	9137	protein	Sialyl-23_T_antigens_(family)	14293	family	member>
MUC5AC	9137	protein	Disialyl_T_antigens_(family)	3751	family	member>
TP63	15841	protein	TP63-3	15843	protein	-a>
TP63	15841	protein	TP63-4	15844	protein	-a>
beta_Arrestin1-2_(family)	1696	family	ARNO/beta_Arrestin1-2_(complex)	1301	complex	component>
TFFs_(family)	15496	family	cell-cell_adhesion_(abstract)	2709	abstract	-a|
Classical_PKCs_(family)	2932	family	MAPKKK_cascade_(abstract)	8619	abstract	-a>
IFN-gamma/IRF1_(complex)	6886	complex	Telomerase_(complex)	15444	complex	-a>
BCL2	1661	protein	apoptosis_(abstract)	1116	abstract	-a|
BCL2	1661	protein	PRNP	12630	protein	-a>
BCL2	1661	protein	BCL-XL/BCL-2/BAK_(complex)	1654	complex	component>
BCL2	1661	protein	cell_survival_(abstract)	2708	abstract	-a>
BCL2	1661	protein	BAD/BCL-2_(complex)	1595	complex	component>
BCL2	1661	protein	PDCD8	11510	protein	-a|
BCL2	1661	protein	CYCS	3482	protein	-a>
BCL2	1661	protein	CYCS	3482	protein	-a|
BCL2	1661	protein	RXRs/NUR77/BCL2_(complex)	13960	complex	component>
BCL2	1661	protein	BCL2_subfamily_(family)	1662	family	member>
PIP3/PDK1_complex_[plasma_membrane]_(complex)	12075	complex	PIP3/Phosphorylated_PKB_complex_(complex)	12080	complex	-a>
ErbB4/ErbB4/HBEGF/HBEGF_(complex)	4656	complex	ErbB4/ErbB4/HBEGF/HBEGF/Prolactin_receptor/Prolactin_receptor/Prolactin/JAK2_(complex)	4657	complex	component>
ErbB4/ErbB4/HBEGF/HBEGF_(complex)	4656	complex	PI3K_Class_IA_family_(family)	11989	family	-a|
nectin-2(dimer)/I-afadin/I-afadin_(complex)	9441	complex	nectin-3(dimer)/I-afadin/I-afadin/nectin-2(dimer)/I-afadin/I-afadin_(complex)	9448	complex	component>
dsRNA/RIG-I/MDA5/IPS-1/TRAF2/TRAF6/TANK/TBK1/IKKi_(complex)	3961	complex	dsRNA/RIG-I/MDA5/IPS-1/TRAF2/TRAF6/TANK/TBK1/IKKi/IRF7_(complex)	3962	complex	component>
PPAR-alpha/Nuclear_receptors_(complex)	12447	complex	Non-PPRE-Regulated_proteins_(family)	9797	family	-t>
PDK1/PKC_theta_(complex)	11649	complex	IKK_complex_(complex)	7017	complex	-a|
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3_(complex)	7231	complex	component>
IL4	7228	protein	IL12/IL12R/TYK2/JAK2_(complex)	7094	complex	-a|
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/SHC/SHIP_(complex)	7236	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/SHC/SHIP/GRB2_(complex)	7237	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1_(complex)	7229	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/FES/IRS2_(complex)	7234	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL13RA1/JAK2_(complex)	7230	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/SHP1_(complex)	7239	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/Dok-R_(complex)	7232	complex	component>
IL4	7228	protein	IL4/IL4R/JAK1/IL2R_gamma/JAK3/IRS1_(complex)	7235	complex	component>
UbC6/7_(family)	16209	family	UbC6/7/Parkin/PAEL-R/ubiquitin_(complex)	16210	complex	component>
DYRK2	4016	protein	p53_(tetramer)_(complex)	11278	complex	-a|
RagA-B/GTP/RagC-D/GDP_(complex)	13145	complex	mTORC1/PRAS40/DEPTOR_(complex)	9113	complex	-a|
S1PR2	14003	protein	S1P/S1P2/Gi_(complex)	13988	complex	component>
S1PR2	14003	protein	S1P/S1P2/G12/G13_(complex)	13987	complex	component>
S1PR2	14003	protein	S1P-binding_EDG_receptors_(family)	13984	family	member>
TGF-beta-R1/TGF-beta-R2_(complex)	15531	complex	TGF-beta/TGF-beta-R1/TGF-beta-R2_(complex)	15533	complex	component>
GNAI3/GDP_(complex)	5877	complex	chemotaxis_(abstract)	2819	abstract	-a|
Ena/VASP_proteins_(family)	4434	family	Glypican-1/Slit2/Robo1/Ena/Vasp_proteins_(complex)	5835	complex	component>
Ena/VASP_proteins_(family)	4434	family	Glypican-1/Slit2/Robo1/Ena/Vasp_proteins_(complex)	5835	complex	component>
ARRB2	1322	protein	SMO/beta_Arrestin2_(complex)	14563	complex	component>
ARRB2	1322	protein	WNT5A/FZD2/ROR2(dimer)/DVL2_(complex)	16758	complex	-a|
ARRB2	1322	protein	SDF1/CXCR4_(complex)	14072	complex	-a|
ARRB2	1322	protein	NF_kappa_B1_p50/RelA/I_kappa_B_alpha/beta_Arrestin2_(complex)	9610	complex	component>
ARRB2	1322	protein	TXA2/TP_beta/beta_Arrestin2_(complex)	16089	complex	component>
ARRB2	1322	protein	Nephrin/NEPH1/beta_Arrestin2_(complex)	9511	complex	component>
ARRB2	1322	protein	Endoglin_(dimer)/beta_Arrestin2_(complex)	4442	complex	component>
ARRB2	1322	protein	betaglycan/beta_Arrestin2_(complex)	1749	complex	component>
C3a_receptor/C3a_(complex)	1996	complex	Ligand/GPCR_complexes_that_activate_Gi_(family)	8302	family	member>
MSK1-2_(family)	9080	family	CREB1	3223	protein	-a|
Adapter_proteins_(family)	439	family	Adapter_proteins/p-KIT_complex_(complex)	440	complex	component>
SHC1-3	14247	protein	EGFR/EGFR/EGF/EGF/p46_SHC_(complex)	4277	complex	component>
NR4A1	9931	protein	apoptosis_(abstract)	1116	abstract	-a>
NR4A1	9931	protein	RXRs/NUR77/BCL2_(complex)	13960	complex	component>
NR4A1	9931	protein	NR_(family)	9879	family	member>
GSK3B_(family)	6177	family	Axin/CK1alpha/GSK3B/phospho-APC_(20_aa_repeat_region)/PP2A/FAM123B_complex_(complex)	1524	complex	component>
TNF-beta/TNF_R2/RIP/TRAF1/TRAF2/TRAF3/I-TRAF_(complex)	15764	complex	MAP3K14	8578	protein	-a>
E2F4/DP2/GCN5_(complex)	4123	complex	E2F1	4101	protein	-t>
Insulin_Receptor/Insulin_(complex)	7410	complex	PI3K_(complex)	11981	complex	-a|
Insulin_Receptor/Insulin_(complex)	7410	complex	PTPN1	12869	protein	-a>
Insulin_Receptor/Insulin_(complex)	7410	complex	PTPN1	12869	protein	-a|
Insulin_Receptor/Insulin_(complex)	7410	complex	PTPN1	12869	protein	-t>
Insulin_Receptor/Insulin_(complex)	7410	complex	PTPN2	12872	protein	-a|
Insulin_Receptor/Insulin_(complex)	7410	complex	CAV1	2291	protein	-a|
Insulin_Receptor/Insulin_(complex)	7410	complex	DOK1	3877	protein	-a|
HNRNPC	6687	protein	Telomerase/hnRNP_C1/C2_(complex)	15456	complex	component>
IRF1/Promotors_of_IFN_alpha_IFN_beta_(family)	7625	family	IFN_alpha/beta_(IFNA/B)_(family)	6867	family	-t>
microtubule-based_process_(abstract)	8897	abstract	CENTA1/KIF13B_(complex)	2736	complex	-a>
PTPN2-2	12873	protein	STAT1	14881	protein	-a>
Syndecan-4/Laminin_alpha1_(complex)	15162	complex	positive_regulation_of_cell_adhesion_(abstract)	12345	abstract	-a>
VEGFB_homodimer_(complex)	16510	complex	VEGFR1_homodimer/VEGFB_homodimer_(complex)	16542	complex	component>
VEGFB186_(dimer)_(complex)	16513	complex	VEGFR1_(dimer)/VEGFB186_(dimer)_(complex)	16529	complex	component>
ORC_(complex)	10613	complex	ORC/CDC6/CDT1_(complex)	10615	complex	component>
cortisol/GR_alpha_(dimer)/Src-1_(complex)	3165	complex	PCK2	11482	protein	-t>
HDAC1	6295	protein	Su(fu)/SIN3/HDAC_complex_(complex)	15013	complex	component>
HDAC1	6295	protein	CCND1	2373	protein	-t|
HDAC1	6295	protein	TGIF/SIN3/HDAC_complex/CtBP_(complex)	15580	complex	component>
HDAC1	6295	protein	Histone_deacetylase_(family)	6535	family	member>
HDAC1	6295	protein	MeCP1_(complex)	8739	complex	component>
HDAC1	6295	protein	SP1/HDAC_(complex)	14678	complex	component>
HDAC1	6295	protein	HDAC1/p107/E2F4/DP1/2_(complex)	6298	complex	component>
HDAC1	6295	protein	HDAC1/p130/E2F4/5/DP1/2_(complex)	6299	complex	component>
HDAC1	6295	protein	IL5	7242	protein	-t|
HDAC1	6295	protein	HDAC1/Smad7_(complex)	6301	complex	component>
HDAC1	6295	protein	proteasomal_ubiquitin-dependent_protein_catabolic_process_(abstract)	12725	abstract	-a>
HDAC1	6295	protein	E2F1/DP/HDAC1_(complex)	4106	complex	component>
HDAC1	6295	protein	RB/HDAC/ABL/E2F-1/DP-1_(complex)	13292	complex	component>
HDAC1	6295	protein	SIN3/HDAC_complex/NCoR1_(complex)	14313	complex	component>
HDAC1	6295	protein	NuRD/MBD3_Complex/GATA1/Fog1_(complex)	10153	complex	component>
HDAC1	6295	protein	YY1/HDAC1_(complex)	16833	complex	component>
HDAC1	6295	protein	RXRs/RARs/NRIP1/9cRA/HDAC1_(complex)	13965	complex	component>
HDAC1	6295	protein	SUMO1/HDAC1_(complex)	15068	complex	component>
HDAC1	6295	protein	YY1/LSF/HDAC1_(complex)	16837	complex	component>
HDAC1	6295	protein	RXRs/RARs/NRIP1/9cRA/HDAC3_(complex)	13966	complex	component>
NF_kappa_B1_p50/RelA/Cbp_(complex)	9607	complex	NF_kappa_B1_p50/RelA/Cbp/cortisol/GR_alpha_(monomer)/HDAC2_(complex)	9608	complex	component>
RAC1/GTP_(complex)	13084	complex	PAK2	11379	protein	-a|
RAC1/GTP_(complex)	13084	complex	positive_regulation_of_NF-kappaB_transcription_factor_activity_(abstract)	12371	abstract	-a>
RAC1/GTP_(complex)	13084	complex	RHOA/GTP_(complex)	13594	complex	-a>
RAC1/GTP_(complex)	13084	complex	CCND1	2373	protein	-t>
RAC1/GTP_(complex)	13084	complex	JNK_cascade_(abstract)	7766	abstract	-a>
RAC1/GTP_(complex)	13084	complex	JNK_family_(family)	7767	family	-a|
RAC1/GTP_(complex)	13084	complex	PDGF-BB/PDGFRB_(dimer)/GAB1/N-WASP/NCK1-2_(complex)	11575	complex	-a|
RAC1/GTP_(complex)	13084	complex	PAK1	11373	protein	-a|
RAC1/GTP_(complex)	13084	complex	CTTN	3334	protein	-a|
RAC1/GTP_(complex)	13084	complex	KLHL20	8031	protein	-a|
RAC1/GTP_(complex)	13084	complex	PLCB2	12189	protein	-a|
RAC1/GTP_(complex)	13084	complex	PIP5K1A	12082	protein	-a|
RAC1/GTP_(complex)	13084	complex	STAT3_(dimer)_(complex)	14910	complex	-a|
RAC1/GTP_(complex)	13084	complex	PIP5K1C	12084	protein	-a|
RAC1/GTP_(complex)	13084	complex	actin_filament_polymerization_(abstract)	217	abstract	-a>
RAC1/GTP_(complex)	13084	complex	GRLF1	6138	protein	-a|
RAC1/GTP_(complex)	13084	complex	NCK1/PAK1/Dok-R_(complex)	9337	complex	-a>
RAC1/GTP_(complex)	13084	complex	chemotaxis_(abstract)	2819	abstract	-a>
RAC1/GTP_(complex)	13084	complex	RAC1/GTP/NOX1/NOXA1/NOXO1_(complex)	13088	complex	component>
RAC1/GTP_(complex)	13084	complex	cell-cell_adhesion_(abstract)	2709	abstract	-a|
RAC1/GTP_(complex)	13084	complex	TXA2/TP_beta/beta_Arrestin2_(complex)	16089	complex	-a|
RAC1/GTP_(complex)	13084	complex	E-cadherin/beta_catenin/p120_catenin_(complex)	4034	complex	-a>
RAC1/GTP_(complex)	13084	complex	neuron_projection_morphogenesis_(abstract)	9582	abstract	-a>
RAC1/GTP_(complex)	13084	complex	cell_adhesion_(abstract)	2688	abstract	-a>
RAC1/GTP_(complex)	13084	complex	WAVE1/Sra1/Nap1/HSPC300/ABI2_(complex)	16702	complex	-a|
Activated_MAPK_kinases_ERK1/2_JNK_p38_(family)	284	family	ATF2	1370	protein	-a>
p130/E2F4/5/DP1/2_(complex)	11089	complex	DREAM_complex_(complex)	3916	complex	component>
p130/E2F4/5/DP1/2_(complex)	11089	complex	HDAC1/p130/E2F4/5/DP1/2_(complex)	6299	complex	component>
dNp73a_(tetramer)_(complex)	3851	complex	NTRK1-2	10073	protein	-t|
DAG1	3542	protein	agrin/Integrin-alpha/Integrin-beta/dystroglycan_1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin/laminin_(complex)	540	complex	component>
